AMB_DUST_MOTES					core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_ELECTRIC_CRACKLE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_LEAVES_L			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_LEAVES_M			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FALLING_LEAVES_PALM			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_LEAVES_PINE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_LEAVES_FICUS		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_LEAVES_OAK			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_CHERRY_BLOSSOM		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FALLING_LEAVES_S			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_FIRE_DRIP				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_FIRE_FOGBALL			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_FOGBALL			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FBI_SMOKE_LINGER_LT			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_LINGER_HVY		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_LAND_LT			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_LAND_MED			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FBI_SMOKE_LAND_HVY			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_STAIR_SMOKE_GATHER		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_RAMP_LT			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_RAMP_MED			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_RAMP_HVY			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_DOOR_LT			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_DOOR_MED			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_DOOR_HVY			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_EDGE_LIP			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_ELEC_CRACKLE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FBI_FIRE_SMALL				core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0	
AMB_FBI_FIRE_LARGE				core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_FIRE_WALL_LARGE			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_FIRE_WALL_SMALL			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_FIRE_BEAM				core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_FIRE_DOOR				core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_FIRE_DOUBLEDOOR			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_CINDER					core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOULDER_LARGE_3A		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOULDER_SMALL_3A		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FBI_SMOULDER_LARGE_3B		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOULDER_SMALL_3B		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMOKE_CREEP				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_FALLING_DEBRIS			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0																										
AMB_FBI_FIRE_SMOKE				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_SMALL_FLAMES			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_SPARK_LIVE_WIRES		core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FBI_GROUND_DEBRIS			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FBI_FALLING_DUST			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FIRE_GASWORKS				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FIRE_RING 					core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FLY_SWARM					core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FLY_ZAPPED					core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNDRY_ARC_FURNACE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_OWENSHEPARD_FOGBALL			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNDRY_FOGBALL				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FOUNDRY_DUST				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNDRY_MOLTEN_POUR			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0																										
AMB_FOUNDRY_MOLTEN_STEAM		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNDRY_MOLTEN_HAZE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNTAIN_DOUBLE				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_FOUNTAIN_MANSION2			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNTAIN_ARCADIUS			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNTAIN_RODEO				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_FOUNTAIN_POUR				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_GENERATOR_SMOKE				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_INSECT_SWARM				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_INSECT_PLANE				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_INT_FIREPLACE				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_INT_WATERFALL_RUNOFF		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_INT_WATERFALL_SPLASH		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_JACUZZI						core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_JOSH3_SMALL_HOUSE_FIRES		scr_josh3														-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_JOSH3_HOUSE_SMOKED			scr_josh3														-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_MACHINE_EXHAUST_THICK		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_MACHINE_EXHAUST_THIN		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_MOTHS						core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_MOTHS_CUPBOARD				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_MOTHS_NIGHTTIME				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_PAL_HELI_EXPLOSION			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_PAL_HELI_SILT				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_PAL_HELI_S_FIRE				core															1		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_PAL_HELI_SPARK_WIRES		core															1		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_PAL_HELI_WATER				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_FAM3_DUST_MOTES			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_FINALE1_FIRE			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_RAY_FINALE1_PETROL			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_RAY_FBI5A_LIGHT_DOOR		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_PALETO_GAS_PLUME		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_PALETO_GAS_PLUME_L		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_PALETO_GAS_FLAMES		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_PROLOGUE_ELEC_CRACKLE	core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
								
AMB_RAY_SHIPWRECK_BUBBLES		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_SHIPWRECK_OIL			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_RAY_SHIPWRECK_FIRE			core															0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_RAY_FINALE_VAULT_HAZE		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RAY_FINALE_VAULT_SPARKS		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_PALETO_GAS_WINDOW_FIRE		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_PEEING						core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_PRO_BDOOR_WATER_DRIP		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0																																										   							
AMB_PROLOGUE_ELECTRICALS		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_PROLOGUE_SPRINKLER_ON		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_PROLOGUE_SPRINKLER_OFF		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RIVER_MIST_GEN				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RIVER_SPLASH_GEN			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_RIVER_FLOATING_DEBRIS		core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SEWER_DRIPS_LG				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SEWER_DRIPS_MED				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SEWER_DRIPS_SM				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_CHICKEN				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_FACTORY				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_FOUNDRY				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
								
AMB_SMOKE_FACTORY_WHITE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_FOUNDRY_WHITE			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_GASWORKS				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_GEN_FACTORY			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SMOKE_SCRAPYARD				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_STEAM_DIRECTED				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SNOW_MIST_BASE				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SNOW_MIST_UPPER				core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
AMB_SOL1_PLANE_WRECK			core															-1		-1		-1.0		-1.0		-1.0		-100	100		-1		-1		-1		-1		-1			   -1.0	   -1.0	   -1.0				-1		   -1.0	   -1.0
